cell type	official gene symbol	nicknames
B cells memory	HLA-DOB	NA
B cells memory	IFNA10	IFN-alphaC
B cells memory	IGHD	FLJ00382|FLJ46727|MGC29633
B cells memory	IGHM	NA
B cells memory	IGKC	HCAK1
B cells memory	IGLL3P	16.1|IGLL3
B cells memory	IL7	IL-7
B cells memory	IRF8	IRF-8|ICSBP|ICSBP1
B cells memory	LTB	TNFSF3|TNFC
B cells memory	LY86	MD-1|dJ80N2.1
B cells memory	MBL2	COLEC1
B cells memory	MS4A1	Bp35|MS4A2|CD20
B cells memory	NMBR	BB1R
B cells memory	NPIPB15	LOC440348|NPIPL2
B cells memory	P2RX5	P2X5
B cells memory	PNOC	PPNOC|N/OFQ|NOP
B cells memory	PTPRCAP	CD45-AP
B cells memory	RALGPS2	FLJ10244|FLJ25604
B cells memory	RASGRP2	CALDAG-GEFI
B cells memory	SIK1	msk|SNF1LK
B cells memory	SIT1	SIT
B cells memory	SLC12A1	NKCC2
B cells memory	SP140	LYSP100-B|LYSP100-A
B cells memory	STAP1	STAP-1|BRDG1
B cells memory	TMEM156	FLJ23235
B cells memory	TNFRSF13B	TACI|CD267|IGAD2
B cells memory	TNFRSF17	BCM|CD269|TNFRSF13A|BCMA
B cells memory	TRAF4	MLN62|RNF83
B cells memory	VPREB3	8HS20
B cells memory	ZBTB32	TZFP|FAZF|FAXF|Rog|ZNF538
B cells naive	CD19	NA
B cells naive	CD2	NA
B cells naive	CD72	LYB2|CD72b
B cells naive	IL2RA	IL2R|IDDM10
B cells naive	MME	CALLA|CD10
B cells naive	ABCB4	MDR2|PFIC-3|GBD1|PGY3|MDR3
B cells naive	ADAM28	eMDCII|MDC-Lm|MDC-Ls|ADAM23
B cells naive	BACH2	BTBD25
B cells naive	BANK1	BANK|FLJ20706
B cells naive	BCL7A	BCL7
B cells naive	BEND5	FLJ11588|C1orf165
B cells naive	BLK	MGC10442
B cells naive	BRAF	BRAF1
B cells naive	CD180	RP105|Ly78|LY64
B cells naive	CD1C	NA
B cells naive	CD22	SIGLEC-2|SIGLEC2
B cells naive	CD37	TSPAN26
B cells naive	CD69	CLEC2C
B cells naive	CD79A	MB-1|IGA
B cells naive	CD79B	IGB
B cells naive	CR2	CD21|C3DR
B cells naive	CXCR5	MDR15|CD185|BLR1
B cells naive	EAF2	BM040|TRAITS
B cells naive	FCER2	CLEC4J|CD23|CD23A|FCE2
B cells naive	FCGR2B	CD32B
B cells naive	FCRL2	FCRH2|IRTA4|CD307b|SPAP1
B cells naive	FRK	RAK|PTK5
B cells naive	GPR18	NA
B cells naive	GUSBP11	NA
B cells naive	HHEX	HEX|HOX11L-PEN|PRHX
B cells naive	HLA-DOB	NA
B cells naive	IGHD	FLJ00382|FLJ46727|MGC29633
B cells naive	IGHM	NA
B cells naive	IGKC	HCAK1
B cells naive	IGLL3P	16.1|IGLL3
B cells naive	IL4R	CD124
B cells naive	IRF8	IRF-8|ICSBP|ICSBP1
B cells naive	LTB	TNFSF3|TNFC
B cells naive	LY86	MD-1|dJ80N2.1
B cells naive	MEP1A	PPHA
B cells naive	MICAL3	KIAA0819
B cells naive	MS4A1	Bp35|MS4A2|CD20
B cells naive	NMBR	BB1R
B cells naive	P2RX5	P2X5
B cells naive	P2RY14	KIAA0001|GPR105
B cells naive	PNOC	PPNOC|N/OFQ|NOP
B cells naive	PSG2	PSGGB|PSG1|PSBG2
B cells naive	PTPRCAP	CD45-AP
B cells naive	RALGPS2	FLJ10244|FLJ25604
B cells naive	RASGRP2	CALDAG-GEFI
B cells naive	SELL	LSEL|LAM1|LAM-1|hLHRc|Leu-8|Lyam-1|PLNHR|CD62L|LYAM1|LNHR
B cells naive	SIK1	msk|SNF1LK
B cells naive	SLC12A1	NKCC2
B cells naive	SPIB	SPI-B
B cells naive	STAP1	STAP-1|BRDG1
B cells naive	TCL1A	TCL1
B cells naive	UGT1A8	UGT1H
B cells naive	VPREB3	8HS20
B cells naive	ZNF286A	KIAA1874|ZNF286
B cells naive	TNFSF8	CD153|CD30LG
B cells naive	FOXP1	QRF1|12CC4|HSPC215|hFKH1B
B cells naive	MITF	MI|bHLHe32|WS2A|WS2
B cells naive	CD52	HE5|EDDM5|CDW52
B cells naive	HLA-DQB1	HLA-DQB
B cells naive	TNFRSF13C	BAFFR|CD268
B cells naive	LINC00926	NA
B cells naive	STAG3	NA
B cells naive	BIRC3	cIAP2|hiap-1|MIHC|RNF49|MALT2|c-IAP2|API2
B cells naive	CD74	DHLAG
Basal cells	KRT5	KRT5A|EBS2
Basal cells	KRT17	PCHC1
Basal cells	BCL2	Bcl-2|PPP1R50
Basal cells	KRT14	EBS3|EBS4
Basal cells	TP63	SHFM4|EEC3|p63|p73L|OFC8|KET|p73H|p53CP|TP73L|TP53L|TP53CP
Basal cells	CDH3	CDHP|PCAD
Basal cells	KRT6B	KRTL1
Basal cells	METTL5	HSPC133
Basal cells	ANXA11	ANX11
Basal cells	TMEM14A	PTD011|C6orf73
Basal cells	BNIP3	Nip3
Basal cells	TYMP	MNGIE|ECGF1
Basal cells	DPP7	DPPII|DPP2
Basal cells	OPTN	FIP2|HYPL|FIP-2|TFIIIA-INTP|HIP7|GLC1E
Basal cells	PLAU	URK
Basal cells	CAPN1	muCANP|muCL|CANPL1
Basal cells	BACE2	CEAP1|DRAP|ALP56|AEPLC
Basal cells	CTNNB1	beta-catenin|armadillo|CTNNB
Basal cells	ILK	NA
Basal cells	PKP3	NA
Basal cells	ITGA3	CD49c|VLA3a|VCA-2|GAP-B3|MSK18
Basal cells	MT1L	MTF|MT1R
Basal cells	SRSF4	SRP75|SFRS4
Basal cells	RAB38	NY-MEL-1
Basal cells	ALKBH7	MGC10974|SPATA11
Basal cells	DNPH1	rcl|dJ330M21.3|C6orf108
Basal cells	KRT23	K23|DKFZP434G032|HAIK1|CK23|MGC26158
Basal cells	SLC16A3	NA
Basal cells	GYPC	GPC|GYPD|Ge|CD236|CD236R
Basal cells	DUSP23	FLJ20442|DUSP25
Basal cells	RARRES1	LXNL
Basal cells	ITGA2	CD49b|CD49B
Basal cells	SLC25A37	MSCP|MFRN|MFRN1|HT015
Basal cells	GAPDHP1	GAPDP1|GAPDHL2|GAPDL2
Basal cells	ITGB6	NA
Basal cells	ITGB4	CD104
Basal cells	SPHK1	SPHK
Basal cells	ACTG2	ACTSG|ACTL3|ACTA3
Basal cells	IRF6	OFC6|VWS|LPS
Basal cells	RAB13	NA
Basal cells	LAMB3	nicein-125kDa|kalinin-140kDa|BM600-125kDa|LAMNB1
Basal cells	ACADVL	VLCAD|LCACD|ACAD6
Basal cells	MMP7	PUMP-1|MPSL1
Basal cells	HEBP2	SOUL|C6orf34
Basal cells	FBXO32	MAFbx|ATROGIN1|Fbx32
Basal cells	MT1E	MTD
Basal cells	MT2P1	NA
Basal cells	SERINC2	FKSG84|PRO0899|TDE2L
Basal cells	NNMT	NA
Basal cells	KRT15	K15|CK15|K1CO
Basal cells	PLP2	A4-LSB|MGC126187
Basal cells	MT1X	MT-1l
Basal cells	S100A14	BCMP84
Basal cells	LAMC2	nicein-100kDa|kalinin-105kDa|BM600-100kDa|EBR2|LAMB2T|LAMNB2|EBR2A
Basal cells	BMP7	OP-1
Basal cells	MYLK	smMLCK|MYLK1|MLCK1
Basophils	CD69	CLEC2C
Basophils	IL3RA	CD123
Basophils	CCR3	CC-CKR-3|CKR3|CD193|CMKBR3
Basophils	ENPP3	PD-IBETA|gp130RB13-6|B10|CD203c|PDNP3
Basophils	FCER1A	FCE1A
Basophils	TLR4	hToll|CD284|TLR-4|ARMD10
Basophils	LTC4S	MGC33147
Basophils	CPA3	NA
Basophils	ITGAL	CD11A
Basophils	ITGAM	CD11b|CR3A|CD11B
Basophils	ITGAX	CD11c|CD11C
Basophils	IL4R	CD124
Basophils	ITGB7	NA
Basophils	IL4	BSF1|IL-4|BCGF1|BCGF-1|MGC79402
Basophils	MCPT8	NA
Basophils	PRSS34	NA
Basophils	MS4A2	MS4A1|FCER1B|APY
Basophils	MS4A3	HTM4|CD20L
Basophils	HDC	NA
Basophils	GATA2	NFE1B
Basophils	CCL3	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3
Basophils	CD33	SIGLEC3|SIGLEC-3|FLJ00391
Basophils	CD44	IN|MC56|Pgp1|CD44R|HCELL|CSPG8|MIC4|MDU2|MDU3
Basophils	CDH1	uvomorulin|CD324|UVO
Basophils	HTR1B	5-HT1B|HTR1D2|5-HT1DB
Basophils	IGFBP7	MAC25|IGFBP-7|FSTL2
Basophils	MRGPRA6	NA
Basophils	DNASE2B	DLAD
Basophils	FADS2	FADSD6|D6D|TU13|DES6|SLL0262|LLCDL2
Basophils	GPC4	K-glypican
Basophils	GRM6	GPRC1F|mGlu6|MGLUR6|CSNB1B
Basophils	ACSS2	ACSA|AceCS|dJ1161H23.1|ACAS2
Basophils	ADORA2B	NA
Basophils	ALOX8	NA
Basophils	AQP9	SSC1|HsT17287
Basophils	BACE1	BACE
Basophils	BMP4	BMP2B
Basophils	CABLES1	HsT2563|FLJ35924
Basophils	CCL4	MIP-1-beta|Act-2|AT744.1|SCYA4
Basophils	CCL9	NA
Basophils	CEBPA	C/EBP-alpha|CEBP
Basophils	DEFB40	NA
Basophils	E2F8	FLJ23311
Basophils	FADS1	D5D|FADSD5|TU12|FADS6|LLCDL1
Basophils	FAR2	FLJ10462|SDR10E2|MLSTD1
Basophils	FBXO9	FBX9|NY-REN-57
Basophils	GABBR1	hGB1a|GPRC3A
Basophils	GM9895	NA
Basophils	GPR183	EBI2
Basophils	GPR97	NA
Basophils	HGF	F-TCF|HGFB|HPTA|DFNB39
Basophils	HIST1H1D	H1.3|H1d|H1s-2|H1F3
Basophils	HIST1H2AC	H2AFL
Basophils	IFITM1	9-27|CD225|DSPA2a|IFI17
Basophils	INF2	MGC13251|C14orf151|C14orf173
Basophils	JAZF1	TIP27|DKFZp761K2222|ZNF802
Basophils	L1CAM	CD171|HSAS1|SPG1|HSAS|MIC5
Basophils	LAMA5	NA
Basophils	MBOAT1	MGC44669|dJ434O11.1|LPEAT1|OACT1
Basophils	NFIL3	E4BP4|NFIL3A|NF-IL3A|IL3BP1
Basophils	NPL	NPL1|DHDPS1|C1orf13
Basophils	NT5C3	NA
Basophils	OSBPL5	KIAA1534|ORP5|OBPH1
Basophils	OTUB2	FLJ21916|MGC3102|C14orf137
Basophils	P2RY1	P2Y1|SARCC
Basophils	PDK3	NA
Basophils	PDZD4	KIAA1444|LU1|FLJ34125|PDZRN4L|LNX5|PDZK4
Basophils	PERP	PIGPC1|dJ496H19.1|KCP1|THW|KRTCAP1
Basophils	PIGY	MGC14156
Basophils	PLEKHG5	KIAA0720|Syx|GEF720|Tech
Basophils	PLG	NA
Basophils	RNF39	HZFw1|LIRF
Basophils	SLC26A3	DRA|CLD
Basophils	SLC26A8	NA
Basophils	SNCAIP	SYPH1
Basophils	ST6GALNAC5	MGC3184|ST6GalNAcV|SIAT7E
Basophils	SUPT3H	SPT3|SPT3L
Basophils	TULP3	TUBL3
Basophils	TEC	PSCTK4
Basophils	UNC93A	dJ366N23.2|dJ366N23.1
Basophils	WRN	RECQL2|RECQ3
Basophils	ID1	dJ857M17.1.2|bHLHb24
Bergmann glia	GFAP	FLJ45472
Bergmann glia	GDF10	BMP-3b
Bergmann glia	GJB6	EDH|CX30|ED2
Bergmann glia	GRIA4	GluA4|GLURD|GLUR4
Bergmann glia	GRM3	GPRC1C|mGlu3|MGLUR3
Bergmann glia	NTSR2	NTR2
Bergmann glia	ITIH3	H3P
Bergmann glia	A2M	FWP007|S863-7|CPAMD5
Bergmann glia	PTCH1	BCNS|NBCCS|PTCH
Bergmann glia	CDC42EP4	KAIA1777|BORG4|MGC3740|MGC17125
Bergmann glia	BTBD17	LGALS3BPL|BTBD17A|TANGO10A
Bergmann glia	AQP4	MIWC
Bergmann glia	SLC4A4	NBC1|HNBC1|NBC2|pNBC|hhNMC|SLC4A5
Bergmann glia	HOPX	LAGY|OB1|NECC1|SMAP31
Bergmann glia	GPR37L1	ETBR-LP-2
Bergmann glia	ACSBG1	BGM|FLJ30320|MGC14352|BG1|KIAA0631|hBG1|hsBG
Bergmann glia	ALDH1L1	10-fTHF|FTHFD
Bergmann glia	SLC1A3	EAAT1|GLAST|EA6
Bergmann glia	SLC1A2	GLT-1|EAAT2
Bergmann glia	S100B	S100beta
Bergmann glia	VIM	NA
Bergmann glia	FABP7	B-FABP|BLBP
Bergmann glia	TTC21B	FLJ11457|JBTS11|NPHP12|IFT139B|THM1
Bergmann glia	HEPACAM	FLJ25530|hepaCAM|GLIALCAM
Bergmann glia	ZEB2	KIAA0569|ZFHX1B
Bergmann glia	UFL1	NLBP|Maxer|RCAD|KIAA0776
Bergmann glia	NRXN3	KIAA0743|C14orf60
Bergmann glia	ATP7A	MNK
Bergmann glia	BICD2	KIAA0699
Bergmann glia	GJA1	CX43|ODOD|SDTY3|ODDD|GJAL
Bergmann glia	METRN	MGC2601|C16orf23
Bergmann glia	P2RX7	P2X7|MGC20089
Bergmann glia	EGFR	ERBB1|ERBB
Bergmann glia	GRIA1	GluA1|GLURA|GLUR1
Bergmann glia	P2RY1	P2Y1|SARCC
Bergmann glia	GRIN2B	GluN2B|NMDAR2B
Bergmann glia	GRIN3A	GluN3A
Bergmann glia	SEPT4	CE5B3|hucep-7|ARTS|hCDCREL-2|MART|PNUTL2
Bergmann glia	DAO	DAMOX|DAAO
Bergmann glia	ITGB1	CD29|GPIIA|FNRB|MSK12|MDF2
Bergmann glia	KIF1BP	DKFZP586B0923|TTC20|KBP|KIAA1279
Beta cells	GCGR	GGR
Beta cells	JPH3	JP-3|CAGL237|HDL2|JP3|TNRC22
Beta cells	CD40	Bp50|TNFRSF5
Beta cells	HAMP	LEAP-1|HEPC|HFE2B|LEAP1
Beta cells	EZH1	KIAA0388|KMT6B
Beta cells	NTRK1	TRKA|MTC
Beta cells	PDX1	IDX-1|STF-1|PDX-1|MODY4|IPF1
Beta cells	SLC2A2	GLUT2
Beta cells	NKX6-2	NKX6B|GTX|NKX6.1
Beta cells	INS1	NA
Beta cells	INS2	NA
Beta cells	FXYD2	MGC12372|ATP1G1|HOMG2
Beta cells	NPY	PYY4
Beta cells	INS	IDDM2
Beta cells	RIMS1	KIAA0340|RIM1|RAB3IP2|CORD7
Beta cells	MAFA	RIPE3b1|hMafA
Beta cells	EFNA5	AF1|LERK7|EPLG7
Beta cells	LMX1A	LMX1.1|LMX1
Beta cells	NKX2-2	NKX2.2|NKX2B
Beta cells	NKX6-1	Nkx6.1|NKX6A
Beta cells	PAX4	MODY9
Beta cells	IAPP	AMYLIN
Beta cells	PCSK2	SPC2|NEC2
Beta cells	G6PC2	IGRP
Beta cells	SLC30A8	ZnT-8
Beta cells	ERO1LB	NA
Beta cells	PCSK1	PC1|NEC1
Beta cells	GJD2	CX36|GJA9
Beta cells	SCGN	SECRET|DJ501N12.8|SEGN|CALBL
Beta cells	IGF2	FLJ44734|IGF-II|C11orf43
Beta cells	SYT13	KIAA1427
Beta cells	FFAR2	FFA2R|GPR43
Beta cells	NPTX2	NA
Beta cells	PFKFB2	NA
Beta cells	EDARADD	NA
Beta cells	HOPX	LAGY|OB1|NECC1|SMAP31
Beta cells	SH3GL2	SH3P4|SH3D2A|CNSA2|EEN-B1
Beta cells	ADCYAP1	NA
Beta cells	SCGB2A1	UGB3|LPHC|MGC71973|MGB2
Beta cells	CASR	FHH|NSHPT|GPRC2A|HHC|HHC1
Beta cells	MAFB	KRML
Beta cells	PAX6	D11S812E|AN2
Beta cells	NEUROD1	BETA2|BHF-1|NeuroD|bHLHa3|MODY6|NEUROD
Beta cells	ISL1	Isl-1|ISLET1
Beta cells	TGFBR3	betaglycan|BGCAN
Beta cells	SMAD9	SMAD8|SMAD8/9|MADH9
Beta cells	SIX3	HPE2
Beta cells	SIX2	NA
Beta cells	BMP5	NA
Beta cells	PIR	NA
Beta cells	STXBP5	tomosyn|LLGL3
Beta cells	DLK1	FA1|pG2|Pref-1|ZOG|Delta1
Beta cells	MEG3	GTL2|NCRNA00023|LINC00023|onco-lncRNA-83
Beta cells	RGS16	A28-RGS14|RGS-r
Cajal-Retzius cells	RELN	RL|PRO1598
Cajal-Retzius cells	DIABLO	SMAC|DIABLO-S|FLJ25049|FLJ10537|DFNA64
Cajal-Retzius cells	ST3GAL5	ST3GalV|SIATGM3S|SIAT9
Cajal-Retzius cells	ISOC1	CGI-111
Cajal-Retzius cells	SMOC2	SMAP2
Cajal-Retzius cells	DYNC1I1	DNCIC1|DNCI1
Cajal-Retzius cells	NHLH2	bHLHa34|HEN2
Cajal-Retzius cells	CLSTN2	CSTN2|CS2|FLJ39113|CDHR13
Cajal-Retzius cells	TMEM163	DKFZP566N034|SV31
Cajal-Retzius cells	CACNA2D2	KIAA0558
Cajal-Retzius cells	CIB2	DFNB48|USH1J
Cajal-Retzius cells	LHX1OS	NA
Cajal-Retzius cells	NDNF	FLJ23191|C4orf31
Cajal-Retzius cells	LINGO1	FLJ14594|LERN1|LRRN6A
Cajal-Retzius cells	LNPK	Ul|LNP1|KIAA1715
Cajal-Retzius cells	RNF138	STRIN|NARF
Cajal-Retzius cells	TMEM170B	NA
Cajal-Retzius cells	ABCC5	MRP5|SMRP|EST277145|MOAT-C
Cajal-Retzius cells	CNRIP1	DKFZP566K1924|CRIP1|CRIP1a|CRIP1b|C2orf32
Cajal-Retzius cells	EBF3	COE3|DKFZp667B0210
Cajal-Retzius cells	FUT9	Fuc-TIX
Cajal-Retzius cells	PABPN1	PAB2|OPMD
Cajal-Retzius cells	GNL3L	FLJ10613|GNL3B
Cajal-Retzius cells	NUDT2	APAH1
Cajal-Retzius cells	SLC25A46	NA
Cajal-Retzius cells	NSMCE3	HCA4|MAGEG1|MAGEL3|NSE3|NDNL2
Cajal-Retzius cells	DACH1	DACH
Cajal-Retzius cells	FAM69B	MGC20262|C9orf136
Cajal-Retzius cells	HOMER2	CPD|Cupidin|Vesl-2|HOMER-2B|HOMER-2|HOMER-2A|DFNA68
Cajal-Retzius cells	MAP9	ASAP|FLJ21159
Cajal-Retzius cells	DNM3	KIAA0820
Cajal-Retzius cells	LZTFL1	BBS17
Cajal-Retzius cells	FSD1	MGC3213|MIR1
Cajal-Retzius cells	TCEAL1	pp21|SIIR|WEX9
Cajal-Retzius cells	RAB11FIP2	KIAA0941|nRip11|Rab11-FIP2
Cajal-Retzius cells	BARHL2	NA
Cajal-Retzius cells	TRIM44	DIPB|MC7
Cajal-Retzius cells	SLC17A6	DNPI|VGLUT2
Cajal-Retzius cells	B3GALT1	beta3Gal-T1
Cajal-Retzius cells	SLITRK5	bA364G4.2|KIAA0918|LRRC11
Cajal-Retzius cells	ERC2	CAST1|KIAA0378|SPBC110|Spc110|ELKSL
Cajal-Retzius cells	NBEA	KIAA1544|BCL8B|FLJ10197|LYST2
Cajal-Retzius cells	SLC25A36	FLJ10618|PNC2
Cajal-Retzius cells	ZDBF2	FLJ45338|KIAA1571|Slx9
Cajal-Retzius cells	MAPK8	JNK|JNK1|SAPK1|PRKM8
Cajal-Retzius cells	GDF5	CDMP1|BMP14
Cajal-Retzius cells	ACHE	YT
Cajal-Retzius cells	CCM2	MGC4607|OSM|C7orf22
Cajal-Retzius cells	WRAP73	WDR8
Cajal-Retzius cells	FAM65B	NA
Cajal-Retzius cells	NRG1	HRG|NDF|GGF|NRG1-IT2
Cajal-Retzius cells	ATP13A2	HSA9947|CLN12|PARK9
Cajal-Retzius cells	CNTNAP2	Caspr2|KIAA0868
Cajal-Retzius cells	PNOC	PPNOC|N/OFQ|NOP
Cajal-Retzius cells	LHX1	LIM-1
Cajal-Retzius cells	LINGO2	LERN3|LRRN6C
Cajal-Retzius cells	FAT3	KIAA1989|CDHF15|CDHR10
Cajal-Retzius cells	SRGAP3	KIAA0411|MEGAP|WRP|ARHGAP14|SRGAP2
Cajal-Retzius cells	CDH4	NA
Cajal-Retzius cells	FLRT3	NA
Cajal-Retzius cells	EDIL3	DEL1
Cajal-Retzius cells	CAR10	NA
Cajal-Retzius cells	ZCCHC12	FLJ16123|SIZN|SIZN1|PNMA7A
Cajal-Retzius cells	RALGPS2	FLJ10244|FLJ25604
Cajal-Retzius cells	FAM196A	NA
Cajal-Retzius cells	SMAD1	MADR1|JV4-1|MADH1
Cajal-Retzius cells	TBR1	NA
Cajal-Retzius cells	KCNH7	Kv11.3|HERG3|erg3
Cajal-Retzius cells	LHX5	NA
Cajal-Retzius cells	CALB2	CAL2
Cajal-Retzius cells	EMX2	NA
Cajal-Retzius cells	ZIC2	HPE5
Cajal-Retzius cells	WNT7B	NA
Cajal-Retzius cells	AATF	DED|CHE-1|BFR2
Cajal-Retzius cells	NANOS1	NOS1|ZC2HC12A
Cajal-Retzius cells	TBCK	MGC16169|HSPC302
Cajal-Retzius cells	RGMB	FLJ90406|DRAGON
Cajal-Retzius cells	DACT1	DAPPER1|THYEX3|HDPR1|DAPPER|FRODO
Cajal-Retzius cells	TRP73	NA
Cajal-Retzius cells	EOMES	TBR2
Cajal-Retzius cells	CNR1	CB1K5|CB-R|CB1|CANN6|CB1A|CNR
Cajal-Retzius cells	HAR1A	HAR1F|NCRNA00064|LINC00064
Cardiac stem and precursor cells	MYH6	NA
Cardiac stem and precursor cells	WT1	WIT-2|AWT1|NPHS4|GUD
Cardiac stem and precursor cells	TBX18	NA
Cardiac stem and precursor cells	FUT4	FUC-TIV|CD15|ELFT
Cardiac stem and precursor cells	KITLG	SCF|Kitl|KL-1|FPH2|SLF|DFNA69
Cardiac stem and precursor cells	NKX2-5	CSX1|NKX2.5|NKX4-1|CSX|NKX2E
Cardiac stem and precursor cells	ISL1	Isl-1|ISLET1
Cardiac stem and precursor cells	GATA4	NA
Cardiac stem and precursor cells	ETV2	ER71
Cardiac stem and precursor cells	KIT	CD117|SCFR|C-Kit|PBT
Cardiac stem and precursor cells	ABCG2	EST157481|MXR|BCRP|ABCP|CD338
Cardiac stem and precursor cells	MESP1	MGC10676|bHLHc5
Cardiac stem and precursor cells	BMP4	BMP2B
Cardiac stem and precursor cells	ADGRL2	KIAA0786|LEC1|LPHH1|LPHN2
Cardiac stem and precursor cells	TBX3	TBX3-ISO|XHL|UMS
Cardiac stem and precursor cells	TBX4	NA
Cardiac stem and precursor cells	WNT5A	hWNT5A
Cardiac stem and precursor cells	ANKRD1	C-193|ALRP|CVARP|MCARP
Cardiomyocytes	TNNC1	TNNC
Cardiomyocytes	ADM	AM
Cardiomyocytes	ALCAM 	CD166|MEMD
Cardiomyocytes	NPPA	ANP|PND
Cardiomyocytes	FGF2	FGFB
Cardiomyocytes	NPPB	NA
Cardiomyocytes	TNNI3	TNNC1|CMH7|CMD2A
Cardiomyocytes	TNNT2	CMH2|CMD1D
Cardiomyocytes	ANKRD1	C-193|ALRP|CVARP|MCARP
Cardiomyocytes	NPPC	CNP
Cardiomyocytes	DES	CMD1I|CSM1|CSM2
Cardiomyocytes	HAND2	dHand|Thing2|Hed|bHLHa26
Cardiomyocytes	HAND1	eHand|Thing1|Hxt|bHLHa27
Cardiomyocytes	GATA4	NA
Cardiomyocytes	GATA6	NA
Cardiomyocytes	MYL2	CMH10
Cardiomyocytes	NKX2-5	CSX1|NKX2.5|NKX4-1|CSX|NKX2E
Cardiomyocytes	PNMT	PENT
Cardiomyocytes	ACTA1	NEM3|ACTA
Cardiomyocytes	CD36	SCARB3|GPIV|GP4|GP3B
Cardiomyocytes	RBM20	NA
Cardiomyocytes	VLDLR	CARMQ1|CHRMQ1|VLDLRCH
Cardiomyocytes	ALPK3	MAK|KIAA1330|Midori
Cardiomyocytes	RBM24	FLJ30829|dJ259A10.1|RNPC6
Cardiomyocytes	FABP4	A-FABP|aP2
Cardiomyocytes	CKMT2	SMTCK
Cardiomyocytes	SPEG	MGC12676|KIAA1297|SPEGalpha|SPEGbeta|BPEG|APEG1
Cardiomyocytes	MYH7B	KIAA1512|dJ756N5.1|MYH14|MHC14
Cardiomyocytes	MYOM2	NA
Cardiomyocytes	MYOM1	NA
Cardiomyocytes	COX8B	NA
Cardiomyocytes	PDLIM5	LIM|Enh
Cardiomyocytes	MYH7	CMD1S|CMH1|MPD1
Cardiomyocytes	PLN	CMD1P
Cardiomyocytes	TCAP	T-cap|TELE|telethonin|CMD1N|LGMD2G
Cardiomyocytes	SORBS2	ARGBP2|KIAA0777
Cardiomyocytes	RYR2	ARVC2|VTSIP|ARVD2
Cardiomyocytes	OBSCN	KIAA1556|UNC89|KIAA1639|ARHGEF30
Cardiomyocytes	ACTC1	CMD1R|ACTC
Cardiomyocytes	MYL3	CMH8|VLC1|MLC1V|MLC1SB
Cardiomyocytes	CORO6	FLJ14871
Cardiomyocytes	PDE4D	DPDE3
Cardiomyocytes	NEXN	nexilin|NELIN
Cardiomyocytes	MHRT	Myheart
Cardiomyocytes	FHL2	SLIM3|DRAL
Cardiomyocytes	MYBPC3	MYBP-C|CMH4
Cardiomyocytes	MYH6	NA
Cardiomyocytes	TTN	CMPD4|FLJ32040|TMD|CMH9|LGMD2J|MYLK5|CMD1G
Cardiomyocytes	GPIHBP1	LOC338328|GPI-HBP1
Cardiomyocytes	AQP1	CHIP28|CO
Cardiomyocytes	DMD	DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85
Cardiomyocytes	MFN2	CPRP1|KIAA0214|MARF|CMT2A2
Cardiomyocytes	ASB2	ASB-2
Cardiomyocytes	ART3	NA
Cardiomyocytes	RRAD	REM3|RAD
Cardiomyocytes	ADPRHL1	NA
Cardiomyocytes	JPH2	JP-2
Cardiomyocytes	PYGM	NA
Cardiomyocytes	HSPB7	cvHSP
Cardiomyocytes	MYOZ2	FATZ-2|C4orf5
Cardiomyocytes	ENO3	NA
Cardiomyocytes	TRDN	NA
Cardiomyocytes	ACTN2	NA
Cardiomyocytes	TNNI1	NA
Cardiomyocytes	SMPX	DFNX4|DFN6
Cardiomyocytes	MYL7	MYLC2A|MYL2A
Cardiomyocytes	TBX20	NA
Cardiomyocytes	TRIM63	MURF-1|IRF|SMRZ|RNF28
Cardiomyocytes	MB	PVALB
Cardiomyocytes	CTGF	IGFBP8|CCN2
Cardiomyocytes	MYL4	AMLC|GT1|PRO1957
Cardiomyocytes	LOX	NA
Cardiomyocytes	CTNNB1	beta-catenin|armadillo|CTNNB
Cardiomyocytes	CPT1A	CPT1-L|L-CPT1
Cardiomyocytes	SOX18	NA
Cardiomyocytes	NOTCH1	TAN1
Cardiomyocytes	SLN	MGC12301|MGC125854|MGC125855
Cardiomyocytes	CSRP3	CMD1M
Cardiomyocytes	TXLNB	DKFZp451A175|MDP77|dJ522B19.2|C6orf198
Cardiomyocytes	ATP2A2	SERCA2|ATP2B|DAR
Cardiomyocytes	CKM	CKMM
Cardiomyocytes	CKB	CKBB
Cardiomyocytes	CXCR4	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184
Cardiomyocytes	IL11RA	NA
Cardiomyocytes	MITF	MI|bHLHe32|WS2A|WS2
Cardiomyocytes	ZFPM2	FOG2|hFOG-2|ZNF89B|ZC2HC11B
Cardiomyocytes	BDNF	NA
Cardiomyocytes	GJA5	CX40
Cardiomyocytes	FMOD	SLRR2E
Cardiomyocytes	MTTP	MTP
Cardiomyocytes	SLC5A1	D22S675|NAGT|SGLT1
Cardiomyocytes	ADIPOQ	ACRP30|AdipoQ|apM1|GBP28|adiponectin|ACDC
Cardiomyocytes	TRPV1	NA
Cardiomyocytes	HAMP	LEAP-1|HEPC|HFE2B|LEAP1
Cardiomyocytes	SGPL1	SPL
Cardiomyocytes	HMGB2	HMG2
Cardiomyocytes	STC1	STC
Cardiomyocytes	FGF23	NA
